"Name"	"time"	"Stream"	"avg_mgL"	"std_mgL"	"Std_p"	"ion"	"mw"	"mM"	"Recovery"	"plot"
"ID:4A"	6	"Permeate"	15.6342592592593	0.0242634679818906	0.00155194228134095	"SO4"	96.06	0.162755145318127	61.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1	"Perm spand"	7.89351851851852	0.0207972582701919	0.00263472597440554	"SO4"	96.06	0.0821727932387936	10.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2	"Perm spand"	7.60253267973856	0.00404391133031489	0.00053191633639304	"SO4"	96.06	0.0791435840072721	20.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4	"Perm spand"	11.5699891067538	0.0100134947226849	0.00086547140453569	"SO4"	96.06	0.120445441461106	40.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0	"Feed"	4.42807692307692	0.214851675822066	0.0485203124413595	"Ca"	40.078	0.110486474451742	0	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.333333333333333	"Feed"	19.1530769230769	NA	NA	"Ca"	40.078	0.477895027772766	3.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.666666666666667	"Feed"	17.5838461538462	0.00543928293220294	0.000309334083374768	"Ca"	40.078	0.438740609657322	6.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1	"Feed"	15.7444230769231	0.191734723360198	0.0121779453221902	"Ca"	40.078	0.392844530089403	10.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.33333333333333	"Feed"	14.6828846153846	0.0312758768601738	0.00213009076073534	"Ca"	40.078	0.366357717834837	13.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.66666666666667	"Feed"	14.6896153846154	0.048953546389839	0.00333252744255705	"Ca"	40.078	0.366525659579205	17	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2	"Feed"	14.4069230769231	0.247487373415291	0.0171783643248374	"Ca"	40.078	0.359472106315761	20.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.33333333333333	"Feed"	14.4367307692308	0.314118589334794	0.0217582910117213	"Ca"	40.078	0.360215848326532	23.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.66666666666667	"Feed"	14.4069230769231	0.508572954161093	0.035300594821369	"Ca"	40.078	0.359472106315761	27.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3	"Feed"	13.98	0.530330085889911	0.0379349131537847	"Ca"	40.078	0.348819801387295	30.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3.33333333333333	"Feed"	7.70019230769231	3.89860604165737	0.506299828091664	"Ca"	40.078	0.192130153892218	34	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3.66666666666667	"Feed"	13.3588461538462	0.095187451313574	0.00712542462255758	"Ca"	40.078	0.333321177549932	37.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4	"Feed"	14.1992307692308	0.867565627686572	0.0610994807948721	"Ca"	40.078	0.354289903918129	40.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4.5	"Feed"	13.9069230769231	0.924678098474715	0.0664904877491637	"Ca"	40.078	0.346996433877017	45.9	"Ca, Cl, SiO2, SO4 "
"ID:4A"	5	"Feed"	14.0098076923077	0.830850467894194	0.0593049159661475	"Ca"	40.078	0.349563543398066	51	"Ca, Cl, SiO2, SO4 "
"ID:4A"	6	"Feed"	14.5809615384615	1.15176816089424	0.0789912351017535	"Ca"	40.078	0.363814599991555	61.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	8	"Feed"	13.0098076923077	2.31577470838594	0.17800222441068	"Ca"	40.078	0.324612198520577	81.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.333333333333333	"Permeate"	4.32615384615385	0.0554806859084835	0.0128244828735826	"Ca"	40.078	0.10794335660846	3.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.666666666666667	"Permeate"	2.91538461538462	0.0652713951864506	0.0223886052090728	"Ca"	40.078	0.0727427669889869	6.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1	"Permeate"	2.71730769230769	0.0799574591034018	0.0294252503423701	"Ca"	40.078	0.0678004813690227	10.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.33333333333333	"Permeate"	2.10134615384615	0.173241161390704	0.0824429430979832	"Ca"	40.078	0.0524314125916002	13.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.66666666666667	"Permeate"	2.1675	0.100354770099168	0.046299778592465	"Ca"	40.078	0.0540820400219572	17	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2	"Permeate"	2.04307692307692	0.107697802057644	0.0527135326336358	"Ca"	40.078	0.0509775169189312	20.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.33333333333333	"Permeate"	1.68115384615385	0.162634559672906	0.0967398433195047	"Ca"	40.078	0.0419470494075015	23.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.66666666666667	"Permeate"	2.16307692307692	0.0837649571559448	0.038724909069249	"Ca"	40.078	0.0539716783042298	27.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3	"Permeate"	2.10346153846154	0.139789571357648	0.0664569181806336	"Ca"	40.078	0.0524841942826872	30.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3.33333333333333	"Permeate"	2.03346153846154	0.0951874513135738	0.0468105491612052	"Ca"	40.078	0.050737600141263	34	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3.66666666666667	"Permeate"	2.05153846153846	0.123471722561036	0.0601849416308011	"Ca"	40.078	0.0511886436832791	37.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4	"Permeate"	2.09269230769231	NA	NA	"Ca"	40.078	0.0522154874916989	40.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4.5	"Permeate"	1.98730769230769	0.135438145011885	0.068151572872247	"Ca"	40.078	0.0495859996084558	45.9	"Ca, Cl, SiO2, SO4 "
"ID:4A"	5	"Permeate"	1.82942307692308	0.115040834016119	0.0628836683363628	"Ca"	40.078	0.0456465661191446	51	"Ca, Cl, SiO2, SO4 "
"ID:4A"	6	"Permeate"	2.24519230769231	0.171065448217823	0.0761918912833129	"Ca"	40.078	0.0560205675855159	61.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1	"Perm spand"	4.70230769230769	0.278491286128855	0.0592243860571751	"Ca"	40.078	0.117328900950838	10.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2	"Perm spand"	3.75230769230769	0.0505853312694992	0.0134811255945775	"Ca"	40.078	0.0936251233172237	20.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	4	"Perm spand"	3.20538461538462	0.212132034355964	0.0661799003270347	"Ca"	40.078	0.0799786570034586	40.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0	"Feed"	73.6	2	0.0271739130434783	"SiO2"	60.08	1.22503328894807	0	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.333333333333333	"Feed"	74	2	0.027027027027027	"SiO2"	60.08	1.23169107856192	3.4	"Ca, Cl, SiO2, SO4 "
